UserID	username	permalink_url	followers_count	Playlist count	track count
27059681	Mura Masa	https://soundcloud.com/muramasamusic	355057	10	82
541727514	SLICK	https://soundcloud.com/djslickmusic	5084	5	14
109263127	MOONBOY🌙	https://soundcloud.com/moonboy_music	31148	17	43
214016566	JbasiBoi	https://soundcloud.com/jbasiboi	112	6	42
1021042216	Buffmemore	https://soundcloud.com/rude-boy-276249452	12	0	14
26057743	Trap City	https://soundcloud.com/trapcity	660466	6	88
8798460	BeatStars.com	https://soundcloud.com/beatstars	214484	16	2308
100218021	Tribal Trap	https://soundcloud.com/tribaltrapmusic	155399	50	1323
218988310	Holy Trap	https://soundcloud.com/holytrapmusic	8116	0	43
1657074	Les San Jose	https://soundcloud.com/les-san-jose	837	12	41
224505635	FESTIVAL TRAP	https://soundcloud.com/festivaltrap	15107	34	244
861942820	SHOKER | TRAP BEAT, TYPE BEAT, INSTRUMENTAL | 2021	https://soundcloud.com/shokeronthebeat	1191	3	229
1021944889	ColdYA$h	https://soundcloud.com/yashhinbih	109	2	43
136533257	BassX	https://soundcloud.com/mmxvmusic	119280	507	411
557792646	pastel	https://soundcloud.com/embracepastel	1061	10	85
193633657	Quality Goods Records	https://soundcloud.com/qualitygoodsrecs	33288	59	294
155807845	Bass Nation	https://soundcloud.com/allbassnation	56722	2	77
123968682	Syndrome	https://soundcloud.com/prodbysyndrome	19983	7	279
920533129	DR MaxWave	https://soundcloud.com/sachintha-karunarathna	4	0	2
7160025	Onderkoffer	https://soundcloud.com/onderkoffer	140007	3	67
966295858	GROWMANE	https://soundcloud.com/growmane	90	4	44
307212564	Beast Trap	https://soundcloud.com/beasttrap	6065	0	444
306956177	Chase Me	https://soundcloud.com/chasemevip	5532	1	14
1035561310	EyeSac	https://soundcloud.com/amieyesack	12	0	18
16837178	DJ Taj	https://soundcloud.com/teamtaj	147485	1	75
765670936	MikeBeatzz	https://soundcloud.com/user-769350761	615	2	96
913751089	tømrix.	https://soundcloud.com/tomrixprod	105	1	5
214102864	HANZO 陰陽	https://soundcloud.com/bosshanzo	2856	0	21
34680443	Aurora B.Polaris	https://soundcloud.com/auroraborealismusic	2462	15	106
1046492578	Razen Beats	https://soundcloud.com/razen-beats	84	0	19
32412782	SynthPresets	https://soundcloud.com/synthpresets	6151	3	12331
27580353	Trap Nation	https://soundcloud.com/alltrapnation	1169703	22	215
831808153	Blud Loops	https://soundcloud.com/bludloops	225	0	213
183584	Sharam Jey	https://soundcloud.com/sharamjey	105811	73	300
350645	Keljet	https://soundcloud.com/keljet	19479	26	73
2483852	Mix80s	https://soundcloud.com/mix80s	3867	0	3
35094238	Funky Vibes UK	https://soundcloud.com/fvuk	16039	0	101
150263735	DJ ANH KHOA	https://soundcloud.com/nguy-n-anh-khoa-12	9364	0	14
51713600	Binjou	https://soundcloud.com/binji35	670	6	6
329190	Satin Jackets	https://soundcloud.com/satinjackets	66753	17	98
55261574	italo disco forever and more	https://soundcloud.com/italo-disco-forever-and-m	6972	0	2737
43364800	JKriv	https://soundcloud.com/jkriv	9846	15	31
8881740	Funky Panda	https://soundcloud.com/fnkypanda	24196	4	347
153407285	Future Society	https://soundcloud.com/futuresocietycollective	28280	21	207
143499986	Gilles Dumontet	https://soundcloud.com/gilles-dumontet	469	0	2
4557111	PokerT	https://soundcloud.com/pokert	1267	0	3
135283660	Josh Baines	https://soundcloud.com/josh-baines-4	81	0	3
901	Dimitri from Paris	https://soundcloud.com/dfp	185056	11	158
200958861	DjXS-London	https://soundcloud.com/djxs-edits	31979	5	97
949720261	Unreliable Men	https://soundcloud.com/unreliablemen	1	0	1
370000	MFLEX SOUNDS	https://soundcloud.com/mflexsounds	3201	1	25
198031384	La Tropicál Mixes	https://soundcloud.com/latropicalmixes	50366	2	30
1792025	Poolside	https://soundcloud.com/poolside	85051	21	103
44842045	Mile Jakelić ✪	https://soundcloud.com/mile-j	964	1	32
93745648	Glitterbox	https://soundcloud.com/glitterboxibiza	56051	69	540
2618273	frangi.	https://soundcloud.com/frangiparis	11472	15	89
687402	Fiervo	https://soundcloud.com/fiervo	2030	4	34
17515351	Bunny Tiger	https://soundcloud.com/bunnytiger	75794	65	526
32199750	Uoue	https://soundcloud.com/blickwinkel-1	317	0	25
138502	Jeffrey Paradise	https://soundcloud.com/jeffreyparadise	2190	3	9
50670565	Weekend Vibes	https://soundcloud.com/the-bay	83157	3	812
6015233	Betty_	https://soundcloud.com/betty-b-69	281	4	33
145141412	Groove Garden	https://soundcloud.com/groove-garden-1	2356	41	106
87164499	0600 Records	https://soundcloud.com/0600-records	1904	1	9
802217557	#Dj Sherra	https://soundcloud.com/user-18303490	191	1	39
64160816	G-MAFIA RECORDS	https://soundcloud.com/gmafiarecords	73709	1389	1482
89391040	L'Impératrice ♕	https://soundcloud.com/l-imperatrice	28010	29	100
451608	deepanddisco	https://soundcloud.com/deepanddisco	934352	20	141
173879	Spirit Soul Records	https://soundcloud.com/spiritsoulrecords	97770	730	432
3645325	Cavego	https://soundcloud.com/cavego	12148	3	21
41361682	Lucia Rodriguez 16	https://soundcloud.com/lucia-rodriguez-15	39	0	7
1920581	Butch le Butch	https://soundcloud.com/butch_le_butch	12917	6	43
311525658	Restaurant Background Music Academy	https://soundcloud.com/restaurantbackgroundmusicacademy	312	72	2075
207963066	Bing Crosby	https://soundcloud.com/bingcrosby	1243	478	9463
142553183	Louis Armstrong	https://soundcloud.com/louisarmstrongofficial	22089	772	14617
311526475	Sexual Music Collection	https://soundcloud.com/sexualmusiccollection	149	29	765
11224073	Marini Records	https://soundcloud.com/marini_records	408	3	9
515132460	Laura	https://soundcloud.com/laphuta	2	0	4
311517294	Coffee Lounge Collection	https://soundcloud.com/coffeeloungecollection	73	29	832
311519842	Good Morning Jazz Academy	https://soundcloud.com/goodmorningjazzacademy	467	86	2107
810048028	Lan Trinh	https://soundcloud.com/luan-trinh-927918559	1	2	1
2033418	Kwon Wol	https://soundcloud.com/kwonwol	1230	13	139
311515147	Amazing Chill Out Jazz Paradise	https://soundcloud.com/amazingchilloutjazzparadise	370	60	1824
90833894	The Lot Radio	https://soundcloud.com/thelotradio	27019	23	6624
218152315	H.	https://soundcloud.com/lamnhuthoa	43	0	22
100901576	Lini Bono	https://soundcloud.com/linibono	685	0	6
1044605314	ranz royo	https://soundcloud.com/user-711944337	3	0	7
311525893	Romantic Piano Music Masters	https://soundcloud.com/romanticpianomusicmasters	124	32	713
7557883	Steven Julien	https://soundcloud.com/funkineven	23110	16	141
510669636	Daniel Nguyen	https://soundcloud.com/danielnguyen2701	3	4	1
311520746	Instrumental Jazz Music Ambient	https://soundcloud.com/instrumentaljazzmusicambient	3173	209	5349
1275334	Andrew Belle	https://soundcloud.com/andrewbelle	18958	8	83
41874757	greenblue	https://soundcloud.com/greenbluej	3077	4	45
129899243	AirballMusic	https://soundcloud.com/irballusic	601	0	8
109847426	ja2z20	https://soundcloud.com/ja2z20	66	4	2
1654576	SYML	https://soundcloud.com/symlmusic	21758	9	82
62345800	Symon	https://soundcloud.com/music_symon	154	3	17
796488	Lucy Schwartz Music	https://soundcloud.com/lucy-schwartz-music	1707	2	26
8869926	Cheekie	https://soundcloud.com/fetcheekie	394	0	7
80752955	Archie Faulks	https://soundcloud.com/archiefaulks	3949	7	29
4422524	Mia	https://soundcloud.com/biscuitsinthesun	33	6	1
5011219	Ben Hammersley	https://soundcloud.com/benhammersley	882	0	4
3073887	Clockwork Owl Studio	https://soundcloud.com/clockwork-owl-studio	259	0	37
165653957	murdxr	https://soundcloud.com/weekndz-1	140	1	34
251834266	Lil Xtra	https://soundcloud.com/lilxtraatl	13589	7	88
141186922	Lauv	https://soundcloud.com/lauvsongs	171938	14	124
4129	Robot Koch	https://soundcloud.com/robot-koch	55667	28	263
307828972	Denis Kalytovskyi	https://soundcloud.com/denis-kalytovskyi	1482	0	37
11174633	Kazaf_lau	https://soundcloud.com/kazaf_lau	16	0	3
37781616	Plested	https://soundcloud.com/plestedmusic	1429	1	16
79299245	Tell Em Steve-Dave	https://soundcloud.com/tesdpodcast	13459	1	511
2696054	Limmy	https://soundcloud.com/limmy	45305	1	94
7675476	Kevin Hart (SSM)	https://soundcloud.com/kevin-hart	12933	1	14
3340563	Comedy Dynamics	https://soundcloud.com/comedydynamics	934204	151	973
103861384	In The Conversation	https://soundcloud.com/intheconversation	3522	0	382
88794716	The Brilliant Idiots	https://soundcloud.com/thebrilliantidiots	81432	1	116
146243	Stand Up! Records	https://soundcloud.com/standuprecords	17254	0	180
4766248	Earwolf	https://soundcloud.com/earwolf	65540	26	333
9204974	fifiandjules	https://soundcloud.com/fifiandjules	691838	2	51
169150534	The Basement Yard	https://soundcloud.com/thebasementyard	116212	0	222
39782961	Howard Stern	https://soundcloud.com/howardstern	40373	1068	4614
106406796	Ignorant Philosophy	https://soundcloud.com/ignorantphil	5620	4	420
86242848	Funny Or Die	https://soundcloud.com/funnyordie	3057	13	43
54244466	Podcast do Pretinho	https://soundcloud.com/pretinhobasico	38300	16	4842
24758916	theMonday Morning Podcast	https://soundcloud.com/themonday-morning-podcast	148853	0	916
95476128	Not Too Deep with Grace	https://soundcloud.com/nottoodeepwithgrace	92050	0	334
641745	reggiewatts	https://soundcloud.com/reggiewatts	90385	0	10
27399956	Cox n' Crendor Show	https://soundcloud.com/coxncrendor	94350	0	314
55362316	Tuesdays with Stories!	https://soundcloud.com/tuesdays_with_stories	821374	0	167
167300167	The Friend Zone	https://soundcloud.com/thefriendzonepodcast	28850	0	315
48039907	The Read	https://soundcloud.com/theread	82287	1	449
57073652	Doug Loves Minis	https://soundcloud.com/dougloves	588811	0	470
2085975	British Comedy Guide	https://soundcloud.com/britishcomedyguide	81870	31	1383
87342247	The Art of Manliness	https://soundcloud.com/artofmanliness	40264	1	737
13217397	Hamish & Andy	https://soundcloud.com/hamishandandy	88887	0	48
723125974	h_vuuuu	https://soundcloud.com/huy-v-tr-n-564780657	11	2	6
350843	Melodic Records	https://soundcloud.com/melodic-records	7406	12	113
16934213	AminAshkan	https://soundcloud.com/aminashkan	1944	3	66
24341539	The Rare Occasions	https://soundcloud.com/the-rare-occasions	3109	6	45
782819668	TELEVISION BLONDE	https://soundcloud.com/television-blonde	1636	1	9
20376832	Souls Set Free	https://soundcloud.com/soulssetfree	765	0	3
329405687	CR	https://soundcloud.com/cr-99472057	1508	0	9
902319646	ally	https://soundcloud.com/ally-232118998	3111	0	15
716000659	mentally ill	https://soundcloud.com/menta11yi11	433	1	6
767925	TTW	https://soundcloud.com/tdubbs26	344	0	24
1390154	Phạm Nguyên	https://soundcloud.com/nguyenanh	74	1	41
42245465	VACATIONS	https://soundcloud.com/vacationsfanclub	19491	6	47
615977529	zerofishy	https://soundcloud.com/zerofishy	271	0	4
249443314	King0fdiaryqueen	https://soundcloud.com/user-725731904	548	0	7
194841054	michell leon	https://soundcloud.com/michell-leon-872050803	190	5	6
131061679	ash	https://soundcloud.com/gravityisfake	964	37	24
71402346	@lewcci	https://soundcloud.com/lewcci	2310	5	39
18428140	Two Steps From Hell	https://soundcloud.com/user8585647	50349	7	300
491063079	Everybody Loves An Outlaw	https://soundcloud.com/everybodylovesanoutlaw	4201	1	9
104404803	tyoow	https://soundcloud.com/tyoow	4971	0	16
30994369	BTS	https://soundcloud.com/bangtan	3973246	15	137
557132907	OST I	https://soundcloud.com/user-136679226	1531	0	58
47324581	BucTuong	https://soundcloud.com/buctuong	1584	4	20
595520	PIASGermany	https://soundcloud.com/piasgermany	4957	14	85
6211288	chrn	https://soundcloud.com/chrn	436	3	28
81050229	off line	https://soundcloud.com/candela-radio	498	1	9
31109873	NightCore	https://soundcloud.com/nightcore-3	156884	1	41
141715876	Imagine Dragons Music	https://soundcloud.com/smoke-and-mirrors-5	14560	2	16
808577221	No_Friend Beats	https://soundcloud.com/no_friend_beats	594	3	13
800119696	Lolypansy	https://soundcloud.com/lolypansy	211	0	1
721026367	Hzan	https://soundcloud.com/v-n-h-723923715	7	0	5
12130443	matt maltese	https://soundcloud.com/matt-maltese	11122	7	56
10318569	Thanh Hoang Nguyen	https://soundcloud.com/hoangnguyen241	2541	2	19
555864348	Trí Vĩ	https://soundcloud.com/tr-n-tr-v-471889547	4	0	7
194783143	L2ShareBTS	https://soundcloud.com/l2sharebts	17590	0	10
19710656	Cigarettes After Sex	https://soundcloud.com/cigarettesaftersex	214499	12	52
756198364	unDer	https://soundcloud.com/vndergeass	2269	1	50
20172471	League of Legends	https://soundcloud.com/leagueoflegends	185309	33	541
159581990	The Flob	https://soundcloud.com/the-flob	7260	0	11
172802903	lauryn	https://soundcloud.com/user-545320865	116	7	3
66066291	Paulo Henrique 728	https://soundcloud.com/paulo-henrique-762	510	0	7
191056118	ᥴꪗ᥇ꪮ᥅ᧁ	https://soundcloud.com/mynameiscyborg	1521	0	14
1398031	mmcizmar	https://soundcloud.com/mmcizmar	555	0	27
400364943	tyr.	https://soundcloud.com/exulansism	915	1	1
290968640	ღCreative Soulღ	https://soundcloud.com/user-679186769	1724	1	47
941158948	kuroi.am	https://soundcloud.com/kuroi-am	1250	2	30
10772973	Edwin Canito Garcia	https://soundcloud.com/edwin-canito-garcia	242	0	4
49514935	AfroRecords	https://soundcloud.com/afrorecords	54	1	1
2402753	Daniela Procopio	https://soundcloud.com/daniela-procopio	327	3	25
4991666	caramang	https://soundcloud.com/caramang	692	3	15
27652068	Beata Przybytek	https://soundcloud.com/beata-przybytek	409	5	28
13676346	Ellen Cunningham	https://soundcloud.com/ellen-w-1	778	4	84
67788282	Mr.Jacques	https://soundcloud.com/phoceo	31	0	11
13643895	Randy Haddock	https://soundcloud.com/randyhaddock	1283	0	28
47352188	Stauffenberg	https://soundcloud.com/alex-bogdan-10	72	2	2
28121004	Gearbox Records	https://soundcloud.com/gearbox-records	1145	37	229
20908794	Les Lankhorst	https://soundcloud.com/leslankhorst	67	0	7
52964675	Ron Parel	https://soundcloud.com/ronparel	36	1	7
10652868	Niña Vintage	https://soundcloud.com/laninavintage	268	0	23
64577801	umlungu_za	https://soundcloud.com/umlungu_za	18	2	3
3969694	upsidedowninsideout	https://soundcloud.com/upsidedowninsideout	74	0	6
50916485	Tones & Vibes	https://soundcloud.com/tones-and-vibes	392	0	26
44616649	Antonis Kanakis Official	https://soundcloud.com/antoniskanakisofficial	6233	0	50
1873273	tieryma	https://soundcloud.com/tieryma	28	0	19
45328852	total eclipse	https://soundcloud.com/camembert	311	4	12
90875046	Sarah Edmonds Jazz	https://soundcloud.com/sarah-edmonds-jazz	69	0	1
71674076	Amie Amis	https://soundcloud.com/amieamis	71	0	23
28167988	Singing Chet Baker	https://soundcloud.com/singingchetbaker	684	0	5
527465	xrys	https://soundcloud.com/xrys	107	0	12
17608383	goldenlimit	https://soundcloud.com/goldenlimit	32	0	3
13860098	mangothmusic@hotmail.com	https://soundcloud.com/mangothmusic	291	0	16
67793860	Motivation Days	https://soundcloud.com/motivationdays	13721	2	26
12273351	Zen English ESL Podcast	https://soundcloud.com/zen-english-podcast	2124	0	37
20761437	BMJ talk medicine	https://soundcloud.com/bmjpodcasts	14406	53	3673
55573183	DailyEnglish	https://soundcloud.com/dailyenglish	1372	0	18
51431909	WSTheEnglishWeSpeak	https://soundcloud.com/wstheenglishwespeak	405911	0	63
13385304	davidji meditation	https://soundcloud.com/davidji	15599	1	10
2427644	UCL	https://soundcloud.com/uclsound	533399	100	846
31740038	TalkToMeInKorean	https://soundcloud.com/talktomeinkorean	53221	46	710
152303800	Grammar Girl	https://soundcloud.com/grammar-girl	3193	0	9
50002953	The BBC Academy podcast	https://soundcloud.com/bbcacademy	357370	13	7
25722217	LifeLeveler	https://soundcloud.com/lifeleveler	2426	3	10
818784	Part 1-2 the power of now	https://soundcloud.com/thepowerofnow_part_1-2	3038	1	2
21216486	LinguaLeo	https://soundcloud.com/lingualeo	2057	216	4089
50759503	BBC Radio 4: More or Less	https://soundcloud.com/bbc-more-or-less	258883	0	8
14639193	MP3 Hypnose Gratuit	https://soundcloud.com/mp3-hypnose-gratuit	4523	25	132
18258349	Harvard University	https://soundcloud.com/harvard	374552	84	3830
41290084	MaggieDentAuthor	https://soundcloud.com/maggiedentauthor	818	7	37
22327601	DW Deutsch lernen	https://soundcloud.com/dw-learngerman	591529	4	5229
26484768	Serafin Contreras Galeano	https://soundcloud.com/serafin-contreras	2006	7	289
30679987	Plum Village App : guided meditations & talks	https://soundcloud.com/thichnhathanh	7925	1	27
53533880	MillGreenUMC	https://soundcloud.com/millgreenumc	244	99	2500
67953725	Mustafa Hosny	https://soundcloud.com/mustafahosny	97521	141	5063
22386951	SamirAlBashiri	https://soundcloud.com/samiralbashiri-1	11926	10	7
28475619	pirehkharabat پیر خرابات	https://soundcloud.com/pirehkharabat	616	0	30
76786532	Woodsedge Worship	https://soundcloud.com/woodsedge	605	1	12
25171041	APNA SANJHA PUNJAB	https://soundcloud.com/tvasp	2039	49	5561
2747780	NgalSo Sound Archive	https://soundcloud.com/ngalso	1393452	131	3746
2919577	5809yoga	https://soundcloud.com/5809yoga	370	0	3
4721875	Mlath	https://soundcloud.com/mlath	9317	0	402
64030117	Palabras Al Aire	https://soundcloud.com/palabrasalaire	4455	4	213
2535979	RAETV - Rede Amigo Espírita	https://soundcloud.com/redeamigoespirita	2489	66	3420
48116699	Krishna Das	https://soundcloud.com/krishnadasmusic	21888	31	405
66735073	Massage ASMR	https://soundcloud.com/massageasmr	20964	0	111
2155688	On Being Studios	https://soundcloud.com/onbeing	1403157	681	2687
105467031	Bishop Climate Wiseman	https://soundcloud.com/bishop-climate-irungu	75	1	16
26488599	Píldoras de fe	https://soundcloud.com/pildorasdefe	1603	4	217
256662079	Meego	https://soundcloud.com/meego94	8832	1	8
68682070	Caleb Belkin	https://soundcloud.com/calebxbelkin	25090	0	34
116284631	Rook1e	https://soundcloud.com/byrook1e	48567	0	46
248344916	Bin boy(빈보이)	https://soundcloud.com/binb0y	999	0	12
133915578	luv.ly	https://soundcloud.com/lv-ly	20257	1	48
188470185	kennytheking	https://soundcloud.com/kenny_the_king	10536	3	8
153512224	Newaile(뉴엘르)	https://soundcloud.com/newaile	1380	0	21
715221682	Coffy	https://soundcloud.com/coffymusic	1474	2	8
230500796	이재철	https://soundcloud.com/chilllly	4427	0	12
22605129	The Deli	https://soundcloud.com/the-deli	33558	0	64
25359392	hypnonys	https://soundcloud.com/hypnonys	187	0	14
7777574	chobizzy	https://soundcloud.com/soohyungcho	4126	57	135
339071525	gani	https://soundcloud.com/ganibani	6834	1	9
160763118	‎elijah who	https://soundcloud.com/elijahwho	119131	16	91
163605266	Jiye Kim	https://soundcloud.com/jiye-kim-6	1894	0	5
44116351	GwaiLow	https://soundcloud.com/gwai_low	1466	0	15
40919889	F O H X 狐	https://soundcloud.com/iamfohx	1025	2	14
16083577	FloFilz	https://soundcloud.com/flofills	62664	8	160
100010101	Piano Shoegazer	https://soundcloud.com/hyoung-joon-yoon	3925	3	90
48147868	ｊａｒｊａｒｊｒ	https://soundcloud.com/jarjarjr	44671	19	101
18594680	saib.	https://soundcloud.com/saib_eats	61423	4	99
22939821	high eyes	https://soundcloud.com/hieyes	5154	1	5
100204607	fortherecords	https://soundcloud.com/nowlt	952	1	9
82720760	nawhij(나우히즈)	https://soundcloud.com/nawhij	10869	7	55
223935507	Morning	https://soundcloud.com/mxrninx	2557	1	7
3743026	Toby Corton	https://soundcloud.com/tobycortonmusic	1291	3	12
244262542	Just taylor	https://soundcloud.com/just_taylor00	650	0	9
296443559	Veil	https://soundcloud.com/v-e-i-l	5448	1	10
137691672	Limes	https://soundcloud.com/limes-3	20190	0	19
205756568	Noah	https://soundcloud.com/noah-clark-129569560	102	4	21
67962887	Rich The Kid	https://soundcloud.com/rich-the-kid	542205	16	254
956458	DJ Carnage	https://soundcloud.com/djcarnageofficial	608937	10	118
546206	Atlantic Records	https://soundcloud.com/atlanticrecords	405931	221	2073
15858098	SwagyTracks	https://soundcloud.com/swagytracks	136706	5	272
152233803	KendrickTrax	https://soundcloud.com/kendricktrax	23647	0	52
56873359	TeamVisionary	https://soundcloud.com/teamvisionary	271655	2	51
96317076	Diego CJ 1	https://soundcloud.com/diego-cj	42	3	16
28743	Cr2 Records	https://soundcloud.com/cr2records	83410	186	1543
30178793	PaCHino	https://soundcloud.com/pachino-1	2073	3	82
175766	Spinnin' Records	https://soundcloud.com/spinninrecords	1723108	469	3138
10494998	Lil Uzi Vert	https://soundcloud.com/liluzivert	2707055	18	215
158688609	Plugged Soundz	https://soundcloud.com/pluggedsoundz	257583	4	260
34053699	CHIMERA	https://soundcloud.com/chilmera	1920	13	26
903800	Dim Mak Records	https://soundcloud.com/dimmakrecords	559088	688	1510
1078461	octobersveryown	https://soundcloud.com/octobersveryown	2863322	26	443
305413	Zeds Dead	https://soundcloud.com/zedsdead	6011837	86	269
11877500	Young Thug	https://soundcloud.com/youngthugworld	1077002	35	404
214363415	Eminem	https://soundcloud.com/eminemofficial	1096148	79	509
26629285	NONONOofficial	https://soundcloud.com/nononoofficial	16099	19	93
212772987	VIZN	https://soundcloud.com/viznmusic	386	0	2
22944618	Kap Slap	https://soundcloud.com/kapslap	174381	37	126
10731939	Jerry Folk	https://soundcloud.com/jerryfolkmusic	132895	7	55
87436085	Lais	https://soundcloud.com/lais	23261	5	50
22859598	Tim Gunter	https://soundcloud.com/timgunter	51773	6	27
627611	Big Z	https://soundcloud.com/bigzbeats	18560	16	24
